user_id,email,creation_date,last_activity_date,firstname,lastname,address,canal,country,gender,age_group,churn,order_count,total_amount,total_item,last_transaction,platform,event_count,session_count,last_event,days_since_creation,days_since_last_activity,days_last_event
5f358cf8-2867-4ec8-aae1-1b371f9e6062,9c03e6022dd3a2005be3f6e43187620e4811b881,2021-12-12 00:00:00,2023-06-01 13:47:23,Linda,Lara,"978 Dodson Camp
Cookmouth, IN 17720",PHONE,SPAIN,0,4,1,5,330,13,2023-06-09 14:36:35,ios,5,5,2023-06-09 06:57:40,771,235,227
4d1d246a-31a7-4af4-950c-41eec770dbf2,57a2d574f59c0231080cd1a241034cb1236d460a,2021-11-14 00:00:00,2023-06-01 03:46:15,Bobby,Williams,"7641 Shane Groves Apt. 921
North Michele, OK 81853",WEBAPP,FR,1,6,1,2,80,4,2023-06-08 06:15:18,ios,2,2,2023-06-02 16:42:32,799,235,234
9e011055-1ab9-4c2b-acbb-cd54a9b40c4a,0687bac1a8a81bc1d2f6c42aa74490b0c4081fa3,2021-07-26 00:00:00,2023-06-03 13:38:27,Rebecca,Mckee,"020 Lisa Summit
Ellisonbury, RI 29406",PHONE,USA,1,9,1,3,79,5,2023-06-06 04:13:40,ios,3,3,2023-06-05 12:14:25,910,233,231
44eb9ea7-18fb-4a32-8444-fdf07018f009,ea2fa260e87ca3d080afebdd53984429e993f60a,2021-11-25 00:00:00,2023-06-06 19:14:42,Rhonda,Gaines,"05732 Robert Fields Apt. 789
Port Kaylafort, AR 35664",PHONE,USA,0,8,1,2,30,3,2023-06-06 09:09:58,ios,2,2,2023-06-06 06:25:06,788,230,230
cbde3b6c-2b60-4f81-bad8-8f03603069fa,17c719cfce32beab1519e7234ff72f3af95da78c,2022-03-14 00:00:00,2023-06-03 11:58:25,Loretta,Cardenas,"93808 Humphrey Forest Apt. 027
East Nicholas, OR 84823",PHONE,USA,1,3,0,3,66,5,2023-06-04 04:23:21,other,3,3,2023-06-09 11:00:35,679,233,227
f47de5ba-816f-4ee4-b20a-35b02d4ceb64,8afbe30873a64be7a6b18e55ca2736680418b1fe,2022-02-14 00:00:00,2023-06-09 14:26:07,Carrie,Morrison,"0565 Timothy Row
Benjaminland, PA 52564",MOBILE,SPAIN,1,7,0,1,96,3,2023-06-02 04:40:17,ios,1,1,2023-06-06 00:52:43,707,227,230
b26db795-4b7a-49dc-9e54-a78669406ddf,1eba6b321f6b41c6652ae637215b673f8cd1e6eb,2022-07-03 00:00:00,2023-06-09 17:12:44,Pamela,Barron,"47056 Galvan Trail Apt. 002
Angelfurt, TN 35952",PHONE,SPAIN,1,4,0,3,67,3,2023-06-09 17:13:00,android,3,3,2023-06-07 10:46:52,568,227,229
ab53d06a-9206-46e7-860d-1e82fd24a1b7,dd64181dfc46b36fb103e591e2fe6364d42da717,2022-08-29 00:00:00,2023-06-09 17:39:17,Pamela,Beasley,"764 Smith Way
Lake Matthew, GA 65080",PHONE,USA,1,1,0,3,180,8,2023-06-09 16:01:13,other,3,2,2023-06-03 14:19:12,511,227,233
1d9fcae5-f20d-4275-869c-67d18af2eee4,03e9b4e038e1c27d94082de2518c2eef48381762,2022-07-29 00:00:00,2023-06-01 05:14:01,Brandon,Williams,"8772 Maxwell Crossing
Lake Jonathanview, MO 64486",WEBAPP,SPAIN,1,6,0,3,216,7,2023-06-04 17:08:25,other,3,3,2023-06-06 23:45:59,542,235,230
a6006ecf-71f5-4439-948c-b4c1974f49fc,d6b362be396bff2805b36daace7c86f6d714adfd,2022-05-31 00:00:00,2023-06-06 22:37:39,Steven,Owens,"483 Vickie Court Apt. 463
Port Matthewtown, ID 89050",WEBAPP,USA,0,8,1,3,150,7,2023-06-09 20:20:50,ios,3,3,2023-06-06 22:26:34,601,230,230
59c7aabf-3fe5-473d-becb-e14d54784c59,8a84fc9662600a94a854ae8d30e93204bf9ab832,2022-08-14 00:00:00,2023-06-01 11:13:06,Tina,Zavala,"66243 Jay Manors Suite 779
Lake Jennifer, SC 26494",PHONE,USA,0,1,1,3,145,6,2023-06-07 21:40:01,other,3,3,2023-06-09 08:29:58,526,235,227
5257f932-5cc1-4565-a176-31fddbf73cf3,4cf28bb9ecfd371e157c66d71a98ae04b139171d,2022-07-13 00:00:00,2023-06-07 15:39:08,Elizabeth,Wade,"560 Tara Fork
West Kelli, VI 55525",PHONE,USA,0,9,1,3,132,5,2023-06-08 21:37:23,ios,3,3,2023-06-08 10:57:01,558,229,228
00e0a722-f7ca-4a0f-9b02-2b661bdcd416,cc80ae3ba6ce00edd23b2c7f27a5d7c059fba472,2022-04-06 00:00:00,2023-06-01 00:17:04,Timothy,Mendoza,"5428 Rebecca Junction Suite 795
West Danielville, AR 85293",WEBAPP,USA,1,1,0,2,107,5,2023-06-04 06:51:50,ios,3,3,2023-06-05 12:38:26,656,235,231
a1784aa1-9eab-4ed2-803b-64b4e16f430b,130b8767294b0a9d6f573f0bebf256a9a5cc9b0c,2022-08-14 00:00:00,2023-06-01 05:27:08,Amanda,Medina,"462 Jordan Common Suite 616
Dannyside, NC 66183",WEBAPP,USA,1,9,1,5,310,10,2023-06-08 10:21:43,other,5,5,2023-06-05 22:39:21,526,235,231
329b73e2-3fa4-403d-9ec0-249f872a4953,5e21dc5d6bad8231c6e3ae62be72ee8789b11d8b,2022-07-25 00:00:00,2023-06-05 10:31:35,Christine,Montgomery,"21790 Tammy Locks Apt. 310
South Fredericktown, MH 27777",MOBILE,SPAIN,1,9,0,5,222,11,2023-06-09 00:28:37,other,5,5,2023-06-07 19:42:34,546,231,229
e86bb7bf-4a2b-4183-963c-5914192e0c35,743d75a393002a729facf1fafe35ef6a2ec86fb3,2022-06-25 00:00:00,2023-06-09 00:11:04,Margaret,Mckenzie,"237 Pierce Parks
East Arthur, CA 68540",PHONE,USA,0,1,1,3,159,7,2023-06-07 17:12:08,ios,3,3,2023-06-08 04:44:28,576,227,228
421f9e84-a914-4183-be29-a76efef7cbe9,5e21dc5d6bad8231c6e3ae62be72ee8789b11d8b,2022-05-26 00:00:00,2023-06-05 10:31:35,Christine,Montgomery,"21790 Tammy Locks Apt. 310
South Fredericktown, MH 27777",MOBILE,SPAIN,0,1,1,4,207,8,2023-06-08 21:09:02,ios,4,4,2023-06-07 05:57:07,606,231,229
714a66f1-4d51-44c9-8d66-14486db517c3,33cc7abf40895d004ff14849ed3a446adcfd87ad,2022-06-12 00:00:00,2023-06-07 22:45:56,Kyle,Parker,"22334 Stacey Valley Suite 296
Jasonland, WI 99608",WEBAPP,SPAIN,0,1,1,4,127,7,2023-06-09 12:38:41,ios,4,4,2023-06-06 16:54:17,589,229,230
67f9d726-f82f-4614-ada0-750d844de82e,df52b442625df2e109d1ca2a894efe6dfe82115e,2022-04-01 00:00:00,2023-06-06 00:50:01,David,Anderson,"66475 Norma Island Apt. 113
Jessicahaven, MH 19301",WEBAPP,SPAIN,1,8,0,2,97,5,2023-06-09 14:26:56,other,2,2,2023-06-07 21:15:08,661,230,229
747029f7-316a-46e1-b65c-3e07ad6878a8,6bbcbd414a70d3b49d66ff6fe419637c8415363e,2022-05-16 00:00:00,2023-06-01 23:09:28,Andrea,Dunn,"208 Hawkins Highway
Lake Jeremyside, CO 17719",WEBAPP,USA,1,6,1,2,150,5,2023-06-07 19:43:15,ios,2,2,2023-06-09 16:38:20,616,235,227
c339a618-6841-45e9-a8aa-ad0f9f469c28,110da9defdf0f75930c69b33d942751fe0a09d73,2022-05-23 00:00:00,2023-06-04 15:34:53,Briana,Matthews,"73486 Andrea Freeway
Mooreland, MA 83963",MOBILE,USA,1,3,0,3,122,6,2023-06-06 05:30:11,ios,3,3,2023-06-09 07:54:44,609,232,227
4b6bd09c-7801-4243-8d76-776994320032,20f62937aea19231c80c30f2cbda33ebd2dd2c69,2022-09-01 00:00:00,2023-06-09 19:38:12,Timothy,Castillo,"881 Williams Meadow
Westmouth, DC 47779",WEBAPP,USA,0,1,1,2,62,2,2023-06-08 11:01:37,ios,2,2,2023-06-08 02:21:56,508,227,228
b8315424-e69a-4d6f-8f3c-97ee7e37a52a,090fea62cd0ae26075db533cddbe702b8afc3b63,2022-08-30 00:00:00,2023-06-06 21:33:07,Cheryl,Salazar,"Unit 3634 Box 5928
DPO AE 54813",MOBILE,SPAIN,1,1,1,2,100,4,2023-06-04 22:22:00,ios,2,2,2023-06-09 09:42:18,510,230,227
6b124e63-91b6-4c27-bb76-c5b3582e1ad3,9f8c46440f7800dbed86e98c4cb38b3a5af199fe,2022-04-16 00:00:00,2023-06-06 17:49:49,David,Martinez,"83254 Frank Knolls Suite 432
Lake John, MD 92341",WEBAPP,FR,0,1,1,3,160,7,2023-06-08 13:57:49,ios,3,3,2023-06-04 13:25:25,646,230,232
20e4cce7-5db0-400b-951a-a0c72cb928e7,3db605f3805770670038f2e1d7388425e700bbfa,2022-08-16 00:00:00,2023-06-02 14:29:33,Manuel,Morris,"22396 Ruiz Greens
South Michelle, KY 71904",WEBAPP,USA,1,5,1,4,186,10,2023-06-05 15:09:53,ios,4,4,2023-06-06 10:31:14,524,234,230
7f8ebe62-5f84-4b7a-bb01-04e18564ba25,ae2da7ddc96490fbf9877be8f53def6339328ce1,2022-04-22 00:00:00,2023-06-07 08:10:31,Morgan,Marks,"9975 Madison Lodge
West David, IA 43646",PHONE,SPAIN,1,6,0,2,57,2,2023-06-04 02:37:53,other,2,2,2023-06-06 23:27:02,640,229,230
dc53128a-13bc-4242-b26d-4a4078cff1e8,648a7290ee236c3a2137826b4d5f9e2c04ecb5f9,2022-10-01 00:00:00,2023-06-02 18:17:03,Ruben,Jordan,"80394 Smith Underpass
South Eugene, TN 90990",WEBAPP,USA,1,8,0,4,230,9,2023-06-05 10:42:39,ios,4,4,2023-06-03 23:04:52,478,234,233
c4eb61f4-d8e2-47a9-8dcb-7564255cd01c,561a9f316f0e9b4292a192ff24fbc0cee9948313,2022-09-21 00:00:00,2023-06-03 01:41:53,Russell,Jordan,"8000 Brittany Lodge
South Beverlybury, MH 68526",WEBAPP,USA,0,3,1,4,168,9,2023-06-09 12:37:39,ios,4,4,2023-06-05 14:59:23,488,233,231
6a849886-ab4e-4ed8-afed-b7c06028fb98,a2d022a3885eb68dfa1c6de84728276ce3745aae,2022-07-22 00:00:00,2023-06-02 22:54:09,Amy,Kelley,"03829 Jennifer Mountains
North Jeffery, OR 81386",WEBAPP,USA,0,7,0,6,312,13,2023-06-09 20:16:15,other,6,6,2023-06-06 17:21:33,549,234,230
0a77f4ac-8f33-4eac-9864-7faaa692d8ac,865a005f0457dceeb2795dcf4d4e51f1ff8979c2,2022-10-09 00:00:00,2023-06-04 00:48:59,Michael,Reed,"USNS Mccann
FPO AA 06228",WEBAPP,SPAIN,0,7,0,3,102,6,2023-06-08 08:14:43,ios,3,3,2023-06-03 18:56:05,470,232,233
fb55398a-e9f2-4438-8d3d-210b3747bd16,83e810f9e264ef6dd404966ce8f341bf766ece88,2022-08-21 00:00:00,2023-06-05 16:03:11,William,Hunter,"6375 Leroy River
Paigechester, PR 82909",WEBAPP,USA,1,3,1,3,157,8,2023-06-09 13:54:33,ios,3,3,2023-06-08 08:25:11,519,231,228
de323821-4246-47a3-a6f6-59ec483a8b8c,ac364184970ef448b690c76caee71415b321775e,2022-05-05 00:00:00,2023-06-09 01:51:18,Peter,Price,"17232 Robert Expressway
Williamburgh, RI 83806",WEBAPP,FR,0,1,0,2,153,5,2023-06-04 09:02:59,other,2,2,2023-06-01 22:46:31,627,227,235
a0c65ccc-8235-4e5f-a778-730789f12616,051eedb98a6bc9dfcfcffbdf0d9d38f0efa8549d,2022-12-02 00:00:00,2023-06-05 15:59:36,Gregory,Thompson,"334 Miller Station Suite 877
New Robertstad, OH 17482",WEBAPP,USA,1,0,1,4,166,7,2023-06-06 19:14:18,ios,4,4,2023-06-07 21:33:34,416,231,229
343e55da-05d4-47b6-a56c-666fb505658a,7122e49df22f71cc34f31902aeb809dd915e200c,2023-01-09 00:00:00,2023-06-09 06:08:06,Rebecca,Conway,"81872 Pearson Turnpike
Browntown, WI 24705",PHONE,USA,1,1,1,2,141,5,2023-06-02 05:06:13,other,2,2,2023-06-01 09:03:49,378,227,235
54539b3a-c944-44c6-943d-c85807f3ae37,70a8561d367d2275ab78909fb419ed65d89043ec,2022-12-12 00:00:00,2023-06-02 16:17:24,David,Anderson,"706 Rachael Glens Apt. 130
West Russell, LA 16765",WEBAPP,FR,1,7,0,3,123,8,2023-06-09 15:27:28,ios,3,3,2023-06-01 00:16:15,406,234,235
6f5250b7-f4f0-4525-9586-d8c1e9a2c636,dc93b10c1c0faf2577258491c66e57ece19684a9,2022-10-07 00:00:00,2023-06-04 15:17:23,Gary,Jackson,"8351 Turner Inlet Suite 215
New Anthonyside, IN 71953",WEBAPP,USA,1,6,1,3,90,4,2023-06-07 16:11:49,other,3,3,2023-06-04 20:55:07,472,232,232
de8ae601-257c-4002-b11e-c96c6d65d94f,6fe1946b3c600adbaa8db536991ed695bd857322,2022-12-01 00:00:00,2023-06-08 17:22:20,Yvonne,Key,"575 Bill Run Apt. 119
Brandonport, TN 14403",,USA,1,9,1,4,178,9,2023-06-08 00:31:22,ios,4,4,2023-06-08 02:08:02,417,228,228
b1bbf565-9ffb-40cf-9c93-f02f8ef91000,e4010df3d1435943dd53cef04b7022e592261aa3,2023-02-09 00:00:00,2023-06-06 23:19:07,Michael,Diaz,"10430 Luis Bridge
Lake Karen, SD 80647",WEBAPP,USA,1,10,1,3,118,5,2023-06-08 19:44:41,ios,3,3,2023-06-07 15:46:43,347,230,229
fc662734-cdae-44f8-b90d-ffd580c91ad9,6d60e1e354b70a4a84be70fd503dced7a53c1ad1,2022-12-21 00:00:00,2023-06-09 19:57:52,Erik,Moore,"99247 Johnson Port Suite 766
Morgantown, PW 51570",WEBAPP,USA,1,3,1,3,147,5,2023-06-03 05:54:45,other,3,3,2023-06-01 18:23:28,397,227,235
9fab3e59-a4a9-4326-891b-41a7b87b3091,21f5e9b071343290bb4f091d6ec2cf15596c126a,2023-01-25 00:00:00,2023-06-06 16:52:50,Ashley,Duncan,"948 Carlson Lodge Suite 684
East Heidi, VI 59636",MOBILE,USA,1,4,1,3,201,8,2023-06-06 21:49:48,android,3,3,2023-06-04 08:33:33,362,230,232
5d1a5c2c-111b-4c14-8912-ef438d439ce6,cd770bef85cc3eaa7c81bee30c9a31529d7eec36,2022-12-05 00:00:00,2023-06-06 09:20:58,Louis,Stewart,"57821 Watson Brook Apt. 764
West Bethhaven, RI 29101",WEBAPP,SPAIN,0,10,1,2,102,4,2023-06-05 00:29:04,other,2,2,2023-06-06 03:02:53,413,230,230
84f2083d-09f7-41e4-b79b-6ad4a382b2ea,b04bb6faa1b6102f2a2b198454f33132a76f58c8,2023-01-10 00:00:00,2023-06-06 08:50:13,Michael,Diaz,"3198 Stacey Junction
Thompsonborough, FM 92311",WEBAPP,USA,1,4,1,3,183,8,2023-06-08 16:06:20,ios,3,3,2023-06-05 23:07:11,377,230,231
32187b1f-b45a-4526-bcc2-b54c0be24d58,3956c8af27e5594579f9187f8ae86d8d6194ad8c,2022-10-16 00:00:00,2023-06-03 04:55:50,Ernest,Moore,"565 Russo Radial Suite 705
West Hector, WI 63050",WEBAPP,USA,1,7,1,6,194,10,2023-06-09 09:52:58,ios,6,5,2023-06-01 00:30:45,463,233,235
496e5694-92eb-4781-927d-53dc38e7ce0d,e334d247b431e4080d7fc705cc783bc32c8b8884,2023-01-30 00:00:00,2023-06-02 12:25:12,Matthew,Morgan,"80972 Richard Radial
Lake Jessechester, NY 05305",WEBAPP,SPAIN,0,7,1,6,483,17,2023-06-08 05:21:52,ios,6,6,2023-06-05 02:05:59,357,234,231
f8733144-48f9-46c5-92cd-604b6f94799e,e1f71a5f4f4f7cd804f8df39f40d0e4d601598e1,2022-09-13 00:00:00,2023-06-05 22:33:56,Eric,Hernandez,"635 Amber Drive
North Danieltown, MP 54068",WEBAPP,FR,0,9,1,1,13,1,2023-06-05 08:22:06,ios,1,1,2023-06-06 19:59:02,496,231,230
958d2f89-df71-4eac-b646-2e5876458906,2924122efbcc5a165aebab904a81f68136bc867f,2023-02-07 00:00:00,2023-06-07 12:45:10,Kelly,Carter,"58541 Hicks Lodge
Owensmouth, GU 99075",WEBAPP,USA,1,3,1,2,123,5,2023-06-03 19:31:18,ios,2,2,2023-06-03 20:24:35,349,229,233
fc6d81bf-2001-4f25-94ac-595d6085df78,40dad2a5ffcef7d79c28b490926508e5699d1cff,2022-12-19 00:00:00,2023-06-01 02:53:23,Patrick,Cruz,"936 Justin Shore
Jameschester, NE 29341",WEBAPP,USA,1,1,1,4,323,11,2023-06-09 19:39:00,android,4,4,2023-06-03 23:22:53,399,235,233
086eb327-6e93-4f0e-b2e2-c429dc751a16,f104931bb4d0fa09504bc51f8814f8fb3e52c77f,2022-10-30 00:00:00,2023-06-01 01:35:51,Sharon,Mayer,"0626 Dylan Row
East April, WI 11243",PHONE,SPAIN,1,0,1,8,425,16,2023-06-09 06:24:48,ios,8,8,2023-06-08 13:46:11,449,235,228
a897be05-060b-4429-9a1b-84a6e58ddedc,d4359c3ae8ee2677a566821c934af8664123edc3,2023-01-07 00:00:00,2023-06-03 20:45:52,Jonathan,King,"44226 Dominguez Glen
Danielville, KS 23423",WEBAPP,SPAIN,1,2,1,3,116,6,2023-06-06 13:32:05,ios,3,2,2023-06-06 19:58:25,380,233,230
32b6f3ed-c86c-4602-ad6a-508f14228e9a,582767747fe4b59b4cffd18e3e70037c16e960d2,2022-12-18 00:00:00,2023-06-01 15:15:09,Hunter,White,"62493 David Square
North Alexandra, DE 77231",WEBAPP,FR,0,1,0,2,72,3,2023-06-09 11:53:31,ios,2,2,2023-06-01 17:15:27,400,235,235
d67a4c8f-ed2e-4888-bb01-2f1860f9af2d,a6dacb8a58d18e84181961cc418e76d8be639c88,2022-11-14 00:00:00,2023-06-05 16:03:24,John,Wright,"319 Cooley Valley Suite 145
Rachaelhaven, UT 24668",WEBAPP,FR,0,6,0,4,251,9,2023-06-09 13:37:50,other,4,4,2023-06-07 22:01:32,434,231,229
ae3ffbc1-c5f3-4c81-ad56-d5dbe1ce43a1,011a0a0225599923d17272b50f65f4e3fed29245,2022-12-01 00:00:00,2023-06-03 09:47:00,Donald,Thomas,"79439 Ramsey Port Suite 442
Raymondshire, OK 10252",WEBAPP,SPAIN,0,8,1,4,210,8,2023-06-07 01:16:01,other,4,4,2023-06-02 15:13:50,417,233,234
b55e7a73-c799-4b66-af67-950a65219803,1979d5edc327d774e692a66d3beb6cd5221dcfc5,2022-10-04 00:00:00,2023-06-03 17:02:10,Daniel,Garcia,"79150 Bush Plaza Apt. 420
Jeffreychester, NY 79219",WEBAPP,USA,1,4,1,5,339,12,2023-06-09 04:19:11,ios,5,5,2023-06-01 06:12:21,475,233,235
a4759f9c-07dd-47a8-a0e6-b9153c370e0f,471b33133c10afd67c08f4ccabe2a517bd416bdd,2022-10-15 00:00:00,2023-06-04 14:32:11,Katelyn,Avila,"4231 Ellison Meadows Apt. 598
Carlaview, ND 82100",PHONE,USA,1,7,1,7,437,18,2023-06-07 23:38:40,other,7,6,2023-06-02 23:25:50,464,232,234
97d38702-ff60-4275-aec3-d922b67db270,5b375d01ef36a7a6efb8292dbbe07f05da92a8a0,2023-02-06 00:00:00,2023-06-08 12:05:07,Diane,Barrett,"417 Rios Corners
Deannamouth, ME 84553",MOBILE,FR,1,8,1,4,202,8,2023-06-09 15:25:03,other,4,4,2023-06-08 22:15:06,350,228,228
8bff3bfc-8ee0-4078-970a-dbc4a53c9692,d96f2a5f8a8ed4e49de55317f9e980e318f73adb,2022-11-02 00:00:00,2023-06-06 05:04:49,Gavin,Jackson,"362 Thompson Spring Apt. 978
Port Bonnie, CT 58983",WEBAPP,USA,0,1,1,2,183,5,2023-06-05 20:58:50,other,2,2,2023-06-03 03:41:24,446,230,233
7b97353d-1f16-4546-bb74-11502cbc1a6b,c43c4988ff2e2cd5d523a93f6893a5013cbd28ae,2022-12-06 00:00:00,2023-06-08 14:41:48,Kristy,Tyler,"8118 Williams Mountain
Rodriguezland, FM 21337",PHONE,SPAIN,1,10,0,3,144,6,2023-06-08 14:33:34,ios,3,3,2023-06-03 22:13:55,412,228,233
21a3ca53-e4b0-47b2-942e-72f5054c37bd,4f07236f206548d9500888b1bc0678307928a80d,2022-09-26 00:00:00,2023-06-07 16:29:21,Lorraine,Underwood,"5023 Jay Park
Davidville, NY 39509",PHONE,FR,1,7,0,1,46,2,2023-06-08 20:09:34,ios,1,1,2023-06-02 06:53:39,483,229,234
e93a8b8d-c7bd-48ee-bb58-29f9bc8b4470,dc678baf5265e801eefc071a7854ef25d6681a44,2023-05-14 00:00:00,2023-06-08 08:54:05,Samuel,Graham,"37180 Susan Stravenue Apt. 774
East Christopherville, IA 15080",WEBAPP,USA,1,6,1,2,118,4,2023-06-05 04:01:13,ios,2,2,2023-06-08 14:32:44,253,228,228
b1c6b3e6-7519-407c-a837-0b5d80b51a07,9abf86eaa2443357e56e89d4544c8514a08afc69,2023-04-01 00:00:00,2023-06-01 23:16:54,Jamie,Harris,"290 Linda Brooks Suite 425
Pamelaton, SC 08907",WEBAPP,FR,1,10,1,5,105,6,2023-06-09 11:40:40,ios,5,5,2023-06-09 09:26:38,296,235,227
2f329b6c-9dad-4793-9248-0a8baeb48e47,0ec87b2d8253c3b7d9ff01bbaa81447d3e38b430,2023-05-11 00:00:00,2023-06-02 11:12:55,Joshua,Hill,"36860 Timothy Flat
New James, NM 04411",WEBAPP,FR,0,9,1,3,194,8,2023-06-08 23:46:53,android,3,3,2023-06-06 04:23:13,256,234,230
ca12111e-a354-4788-950c-b503cdaac955,934dd37436486fb4a1822146d97ccbca2073ef25,2023-02-26 00:00:00,2023-06-07 16:13:31,Donna,Keller,"5379 Mathis Mill Apt. 155
Gibsonfurt, ND 97458",PHONE,USA,0,5,1,6,257,11,2023-06-08 13:19:59,ios,6,6,2023-06-09 17:34:46,330,229,227
ea836387-aa9f-4b42-948f-9b2a056fd0f1,58368eb8b848f3e9236752ae7d987c84f2e7bba8,2023-03-03 00:00:00,2023-06-07 23:54:18,Laura,Salinas,"03171 Sabrina Brooks
Sarahberg, NE 32938",PHONE,FR,0,9,0,1,57,3,2023-06-05 05:49:23,other,1,1,2023-06-06 09:11:29,325,229,230
7e64ed1f-7758-4461-af1e-6c62d92cc870,934fe23f6812d0b1c3e976c905c0da529ce5f3dc,2023-03-26 00:00:00,2023-06-08 21:40:09,Norman,James,"290 Stephanie Port Apt. 500
Andersonmouth, CO 03059",WEBAPP,FR,1,9,0,2,134,4,2023-06-03 17:57:54,other,2,2,2023-06-07 10:34:03,302,228,229
64edea36-f70e-4262-9aa8-6a87065a9ee4,1eba6b321f6b41c6652ae637215b673f8cd1e6eb,2023-03-30 00:00:00,2023-06-09 17:12:44,Pamela,Barron,"47056 Galvan Trail Apt. 002
Angelfurt, TN 35952",PHONE,SPAIN,1,6,1,3,164,5,2023-06-06 12:48:39,other,4,4,2023-06-07 01:59:39,298,227,229
a224f708-3e14-4a9b-a817-26b40625e94f,17226fdf64d31647b70cd6d4067b436369d5e5a9,2023-06-02 00:00:00,2023-06-06 16:19:32,Sarah,Hebert,"PSC 8021, Box 5675
APO AP 12067",PHONE,USA,1,4,1,4,229,10,2023-06-08 02:15:23,other,4,4,2023-06-06 05:03:12,234,230,230
05b4a0cc-522f-46d2-9a93-624f765087ef,ac364184970ef448b690c76caee71415b321775e,2023-05-30 00:00:00,2023-06-09 01:51:18,Peter,Price,"17232 Robert Expressway
Williamburgh, RI 83806",WEBAPP,FR,1,8,0,2,89,3,2023-06-07 07:53:48,other,2,2,2023-06-01 02:01:55,237,227,235
f390685c-2b82-49c7-8fba-42eb9ad8e701,ee2718310f9d7ed52e3dfbd4566fc16533efd64c,2023-05-24 00:00:00,2023-06-04 21:30:46,Jesse,Hall,"00569 Mandy Shoal
Smithville, WY 34200",WEBAPP,SPAIN,1,3,1,2,99,4,2023-06-08 12:42:14,other,2,2,2023-06-09 12:21:46,243,232,227
